date,title,content
2021.12.14. 오후 6:13,"모간스탠리 CEO ""늦기 전에 금리 올려야"" : 네이버 뉴스","




물가 지적하며 금리인상 촉구골드만삭스 ""이르면 내년 5월""JP모간 ""내년 6월 인상"" 전망당초 예상한 시기보다 빨라져  미국 3대 투자은행 중 하나인 모간스탠리가 경기 과열을 지적하며 미 당국의 조속한 금리 인상을 촉구했다. 골드만삭스와 JP모간 등 다른 은행들도 잇따라 인상 시기가 빨라진다고 예상했으며 이르면 내년 5월부터 금리가 오른다는 전망도 나왔다.   모간스탠리의 제임스 고먼 최고경영자(CEO)는 13일(현지시간) 미 경제 매체 CNBC와 인터뷰에서 미 연방준비제도(연준)가 조만간 금리를 올려야 한다고 말했다. 연준은 14~15일 연방공개시장위원회(FOMC) 회의를 열고 통화정책을 결정한다.   고먼은 ""우리는 금리가 오르는 환경으로 향하고 있다""며 ""나는 연준이 앞으로 불가피한 경기 하강 국면에 대응할 수 있도록 금리 인상분을 일부 비축하는 것이 좋다고 본다""고 말했다. 그는 ""내가 만약 연준이라면 늦기 전에 행동할 것이다""라며 ""탄약을 비축하고 현실을 받아들일 것""이라고 설명했다. 고먼은 금리 인상이 경기 회복을 늦춘다는 우려에 대해서는 ""금리를 올리는 것이 경제를 위협하지 않는다. 경제는 균형이 필요하다""고 설명했다.   연준은 지난해 코로나19 불황 극복을 위해 자산 매입으로 시장에 돈을 푸는 양적완화 전략을 도입하고 기준 금리를 0%에 가깝게 낮췄다. 연준은 올해 계속해서 경기 과열 및 물가 상승 우려가 나오자 지난달 회의에서 월 1200억달러(약 141조원)에 달하던 양적완화 규모를 매달 150억달러씩 줄이겠다고 밝혔다. 양적완화는 해당 일정대로 진행되면 내년 6월에 종료될 전망이다.   CNBC는 최근 물가상승률이 39년 만에 최대폭을 기록하는 등 경기 과열 징후가 나타났다며 연준이 이번 회의를 통해 양적완화 축소 규모를 2배로 늘린다고 전망했다. 이러한 추세라면 내년 3월에 양적완화가 끝난다. 앞서 연준은 양적완화를 끝낸 뒤에 금리 인상이 가능하다고 못을 박았다.   모간스탠리의 경쟁자인 골드만삭스는 14일 보고서에서 연준이 내년 3월에 양적완화를 끝내고 5월과 7월, 11월에 기준금리를 추가로 인상한다고 내다봤다. 골드만삭스는 당초 금리 인상시기를 내년 6월과 9월, 11월로 예상했다. 은행은""오는 2023년에는 인상 횟수가 두 차례로 줄어들 것""이라고 예측했다.   두 은행과 경쟁하는 JP모간도 지난 10일 투자자 보고서에서 당초 첫 금리 인상이 내년 9월이라고 예상했지만 6월부터 가능하며 0.25%포인트 수준의 인상이 예상된다고 밝혔다. 미국 내 주요 거래소를 운영하는 시카고상품거래소(CME) 그룹은 이달 발표에서 선물시장을 분석한 결과 첫 금리 인상이 내년 6월일 확률이 80.9%라고 추산했다.   한편 연준이 이번 회의에서 긴축 속도를 높이더라도 아시아 증시의 피해는 크지 않을 전망이다. 싱가포르 2위 은행인 대화은행(UOB)의 헝 쿤 허우 수석 시장전략가는 13일 CNBC를 통해 이같이 주장했다. 그는 ""아시아 지역의 중앙은행들은 (미국발 긴축에) 잘 준비되어 있다""면서 ""외환보유액도 역대급으로 많고 연준이 돈줄을 죈다는 예측은 이미 널리 알려져 있다""고 설명했다. 이어 ""우리는 연준이 금리 인상을 시작할 때 단기 자본 유출을 감당할 수 있을 것""이라고 밝혔다.  

"
2021.12.14. 오후 6:03,"[올댓차이나] 홍콩 증시, 오미크론 확산 경계감에 속락 마감...H주 1.33%↓ : 네이버 뉴스","




기사내용 요약일부 디폴트 선언 부동산 헝다집단 7.00% 급락...연일 최저치 경신[서울=뉴시스]이재준 기자 = 홍콩 증시는 14일 전날 구미 증시 약세에 더해 코로나19 오미크론 변이 확산에 대한 우려가 커지면서 속락 마감했다.항셍지수는 이날 전일 대비 318.63 포인트, 1.33% 내려간 2만3635.95로 폐장했다. 홍콩 증시 상장 중국기업주 중심의 H주 지수는 전일보다 132.53 포인트, 1.55% 떨어진 8418.61로 거래를 끝냈다.오미크론 변이가 전날 중국 톈진에서 처음 발견되고 홍콩에서는 2명이 추가로 감염됐다. 영국에선 최초로 오미크론 사망자까지 나왔다.14~15일(현지시간) 열리는 미국 연방공개시장위원회(FOMC)와 15일 나오는 중국 11월 주요 경제통계 내용을 지켜보자는 관망 분위기도 낙폭을 확대했다.중국 스마트폰주 샤오미가 4.16%, 중국 최대 전자상거래주 알리바바가 1.98%, 징둥닷컴 2.00%, 생활 사이트주 메이퇀 뎬핑 0.73%, 시가총액 최대 중국 인터넷 서비스주 텅쉰 1.46% 떨어졌다.마카오 카지노주 진사중국도 6.93%, 인허오락 3.42%, 중국 자동차주 지리 HD 2.94%, 훠궈주 하이디라오 3.93%, 전동공구주 촹커실업 2.62%, 전기차주 비야디 3.75% 급락했다.부동산주 비구이위안은 4.53%, 룽후집단 2.80%, 화룬치지 4.69%, 중국해외발전 3.66%, 항룽지산 1.51%, 카오룽창 치업 1.71%, 헨더슨랜드 1.64%, 신세계발전 1.29%, 부동산 관리주 비구이위안 복무 10.17% 크게 밀렸다.국제 신용평가사 피치가 일부 디폴트를 선언한 중국 부동산 개발사 헝다집단(恒大集團)은 7.00% 곤두박질쳤다.반면 광학부품주 순위광학은 1.10%, 맥주주 바이웨이 0.74%, 화룬맥주 1.51%, 유제품주 멍뉴유업 0.55%, 위생용품주 헝안국제 0.76%, 스포츠 용품주 리닝 1.21%, 안타체육 0.16% 상승했다.청쿵기건은 1.41%, 의류주 선저우 국제 2.33%, 신아오 능원 2.24%, 전력주 뎬넝실업 1.17%, 중뎬 HD 1.00%, 청쿵기건 0.33% 올랐다.거래액은 메인보드가 1199억8730만 홍콩달러(약 18조1841억원), H주는 435억8450만 홍콩달러를 기록했다.

"
2021.12.14. 오후 5:47,"中전기차 샤오펑, 안면인식 사진 불법 수집…벌금 1800만원 : 네이버 뉴스","




샤오펑 매장에 카메라 설치해 정보 수집6월개월 간 43만여장…소비자법 위반지난 4월 19일 상하이에서 열린 박람회에 전시된 샤오펑 P7. (사진= AFP)[베이징=이데일리 신정은 특파원] 중국의 전기차(EV) 스타트업 샤오펑(Xpeng)이 안면인식 기능을 이용해 불법으로 정보를 수집해 1800여만원의 벌금을 내게 됐다.14일 중국 경제참고보에 따르면 상하이 쉬후이구 시장감독관리국은 최근 샤오펑 상하이 판매서비스 유한공사에 10만위안(약 1850만원)의 벌금을 부과했다. 당국의 조사 결과 이 회사는 7개 매장에 안면인식 기능이 있는 카메라 22대를 설치한 후 손님들의 정보를 수집하는데 사용했다. 남여 비율, 연령 등을 분석하기 위해서다. 샤오펑은 이같은 방법으로 올해 1~6월 모두 43만1623장의 사진을 수집했다. 소비자의 동의를 구하지 않아 소비자권익보호법을 위반한 것이다.샤오펑의 3분기 매출은 57억2000만위안(약 1조625억원)으로 시장전망치 50억3000만위안(약 9343억원)을 웃돌았다. 샤오펑은 6년 전 설립 이후부터 지난달까지 총 10만대의 자동차를 생산했다.

"
2021.12.14. 오후 5:27,전기차 배터리 수요 급증에…핵심원료 리튬값 240% 올라 : 네이버 뉴스,"




5년만에 최고수준 치솟아내년까지 공급부족 지속될듯전기차 수요가 급증하면서 배터리 핵심 원료인 리튬 가격이 5년 만에 최고가를 기록했다. 리튬은 스마트폰 배터리의 주요 원료이기도 해 기업 간 수급 경쟁이 치열해지고 장기적인 부족 사태가 발생할 것이라는 전망이 나온다. 월스트리트저널(WSJ)은 13일(현지시간) 원자재 시장조사 업체인 벤치마크 미네랄 인텔리전스 자료를 인용해 리튬 가격이 지난 5~11월 두 배로 뛰었다고 보도했다. 올해 전체로 보면 리튬 가격은 약 240% 상승했다. 벤치마크 미네랄 인텔리전스는 현재 리튬 가격이 최근 5년 사이 가장 높은 수준이라고 전했다.리튬 가격이 치솟은 원인은 높은 수요를 공급이 따라가지 못했기 때문이다. 테슬라 등 자동차 업체들이 전기차 판매를 늘리면서 리튬 수요는 급증했지만, 최근 몇 년간 낮은 리튬 가격과 코로나19 사태 여파로 신규 투자는 줄면서 공급이 제한됐다. 리튬은 환경 파괴 우려에 따른 채굴 반대 여론과 복잡한 허가 절차로 인해 단기간에 공급량을 늘리기 어렵다.리튬 가격이 치솟으면서 코로나19 이후 차량용 반도체 공급난에 시달리고 있는 세계 자동차 업계의 시름이 깊어질 것이라는 우려도 나온다. 블룸버그NEF는 전기차 전체 비용 가운데 리튬의 비중은 작지만, 리튬 가격 상승이 전기차에 탑재되는 리튬이온 배터리팩 평균 가격을 밀어올릴 수 있다고 분석했다. 블룸버그NEF에 따르면 내년 리튬이온 배터리 평균 가격은 10년 만에 처음으로 상승할 것으로 예상된다. 최근 몇 년간 전기차 제조사들은 매년 하락하는 배터리 가격에 힘입어 내연기관차와의 가격 경쟁에서 우위를 차지할 수 있었다. WSJ는 ""배터리 제조사와 자동차 업체 사이에서 전기차 수요만큼 리튬을 충분히 확보하지 못할 수 있다는 우려가 커지고 있다""고 전했다.미국 억만장자 찰스 코크가 최근 리튬 업계에 1억달러(약 1182억원)를 투자하는 등 신규 투자가 잇따르고 있지만, 공급이 수요를 따라가려면 몇 년 더 걸릴 것으로 전망된다. 씨티그룹은 최소 내년까지 리튬 수요가 공급을 앞서고 2025년이 돼서야 리튬 생산량이 소비량을 능가할 것으로 예상했다.

"
2021.12.14. 오후 5:27,"美·日·호주, 남태평양서 '中 5G' 견제 : 네이버 뉴스","




사모아 등 통신설비 공동 투자미국·일본·호주가 남태평양에서 중국을 겨냥해 5G 등 통신 설비와 관련한 협력을 강화한다. 중국이 이 지역 통신망과 설비 등을 장악해 정보가 흘러나가는 것을 막기 위한 움직임으로 풀이된다.14일 아사히신문에 따르면 일본은 남태평양 지역에 대해 5G 통신 장비를 공급하거나 금융기관이 장비 관련 비용 등을 융자해주는 방안을 추진한다. 이와 함께 미국·일본·호주는 남태평양의 해저 케이블 사업을 지원하는 등 인프라스트럭처와 관련해 사실상 '대중국 포위망' 구축을 가속화하고 있다고 아사히신문은 평가했다.특히 호주의 최대 이동통신사 텔스트라는 지난 10월 여러 나라에서 이동통신 사업을 전개하고 있는 디지셀의 남태평양 부문을 인수하겠다고 발표했다. 디지셀의 남태평양 부문을 중국 기업이 인수하려 한다는 관측이 나오자 텔스트라가 선수를 친 것이다. 인수비용은 16억달러에 달할 것으로 보인다. 미국과 일본은 인수 후 사업 운영 등을 지원할 계획이다.디지셀은 파푸아뉴기니·사모아·피지 등에서 이동통신 사업을 벌이고 있는데, 통신망 고도화가 지체되고 있다. 일본 기업들은 미국 기업들과 함께 투명성 높은 통신망 설비를 지원할 계획이다. 미국·일본·호주는 중국 주도로 통신망 설비 구축이 진행되면 정보 등이 유출될 가능성이 있는 것으로 보고 경계를 늦추지 않고 있다.

"
2021.12.14. 오후 5:26,"""천슬라 깨졌다"" 일론 머스크, 한달간 테슬라 주식 15조 이상 처분 : 네이버 뉴스","




미국 전기자동차 업체 테슬라 최고경영자(CEO) 일론 머스크의 주식 매도로 테슬라의 주가가 5% 가까이 급락하며 '천슬라' 밑으로 내려왔다./사진=로이터미국 전기자동차 업체 테슬라 최고경영자(CEO) 일론 머스크의 주식 매도로 테슬라 주가가 5% 가까이 급락하며 '천슬라' 밑으로 내려왔다.?13일(현지시각) 테슬라의 주가는 전거래일대비 50.62달러(4.98%) 급락한 966.41달러를 기록하며 1000달러대가 무너졌다. 시가총액도 9705억달러로 줄어 1조달러가 붕괴됐다.?로이터통신 등에 따르면 머스크는 이날 213만주 가량의 스톡옵션 행사에 따른 세급 납부를 하기 위해 93만4901주를 추가로 매도했다고 미국 증권거래위원회(SEC)에 신고했다. 금액은 9억650만달러(1조724억원)에 달한다.이번 매도분까지 포함하면 머스크는 약 한달 간 미국 증시에서 127억4000만달러(15조714억원) 규모의 주식을 매도한 것이라고 로이터통신은 설명했다.앞서 머스크는 지난달 6일 자신의 트위터에 ""테슬라 보유 지분 10% 여부를 묻는 설문을 올렸다. 이 설문에는 총 351만9252명이 참여해 약 58％가 매각 찬성 의견을 냈다. 이에 머스크는 지난달 8일부터 현재까지 10여 차례에 걸쳐 1200만주에 가까운 주식을 팔아치웠다. 이에 테슬라 주가는 11월 최고점 이후 21% 하락했다.테슬라는 지난 10월25일 처음으로 1000달러를 돌파해 천슬라를 달성한 바 있다. 이후 11월4일 1229달러까지 치솟아 사상최고치를 경신했다. 하지만 최근 머스크가 테슬라 보유 지분을 줄이면서 11월 최고점 이후 21% 하락했다.한편 이날 미국 시사주간지 타임은 머스크를 '2021년 올해의 인물'로 선정했다. 타임은 ""올해의 인물은 영향력을 보여주는 지표인데 지구의 삶과 어쩌면 지구 바깥의 삶까지 머스크만큼 비범한 영향을 미친 사람은 거의 없다""고 선정 이유를 밝혔다.

"
2021.12.14. 오후 5:06,"""美 테이퍼링, 아시아 증시엔 영향 미치지 않을 것"" : 네이버 뉴스","




기사내용 요약CNBC, UOB 전략가 전망 보도[워싱턴=AP/뉴시스] 지난해 11월16일(현지시간) 미국 연방준비제도(Fed·연준) 건물. 2021.03.17.[서울=뉴시스] 임종명 기자 = 미 연방준비제도(Fed·연준)의 경기부양책 조기 종료 여부 결정은 아시아 증시에 거의 영향을 미치지 못할 것이란 전망이 나왔다.CNBC방송은 13일(현지시간) 싱가포르 대화은행(United Overseas Bank·UOB) 한 전략가 발언을 인용해 이같이 보도했다.이 전망은 14~15일 열리는 연방공개시장위원회(FOMC)에서 내년 1월부터 경기부양을 위해 실시했던 채권 매입 규모축소를 종전보다 늘려 금리 인상 시기를 앞당길 수 있도록 할 것으로 예상되는 가운데 나온 것이다.연준은 지난 2013년 자산매입 축소(테이퍼링)를 시작하면서 '긴축 발작'(Taper Tantrum)을 촉발시켰다. 이에 투자자 공황으로 채권 매도가 촉발돼 재무부 발행 채권 금리가 급등했다.이로 인해 아시아 신흥국 시장은 급격한 자본유출과 통화 가치 하락을 겪었고, 각국 중앙은행은 이를 막기 위해 금리를 인상할 수밖에 없었다.그러나 이번에는 제롬 파월 연준 의장이 지난달 미 상원에 출석해 간접적으로 테이퍼링 가속화를 예고한 바 있고, 아시아 신흥국도 외부 충격에 대한 내성을 길렀기 때문에 큰 영향은 없을 것이란 주장이다.UOB의 시장 전략 책임자 헝쿤 하우는 ""아시아의 모든 중앙은행은 연준의 긴축에 대한 준비가 잘 되어 있다. 외환 보유량은 기록적으로 높다""며 ""연준이 금리인상을 시작하면 소위 핫머니 유출 문제를 더 잘 다룰 수 있을 것""이라고 말했다.그는 ""아시아 국가의 무역은 강력한 기반 위에 있고 어떤 의미에서는 중국의 도움도 받고 있다""며 ""우리의 경제모델은 모두 수출주도형이고 이것이 강력한 환경을 돕고 지역화폐 안정성을 강화한다""고 보탰다.이번 FOMC에서는 지난 회의 때 자산 매입 규모를 매월 150억 달러씩 줄이려던 것을 300억 달러까지 늘릴 것으로 예상된다. 이를 통해 경기부양책 종료 시점이 종전 내년 6월에서 이르면 내년 3월 또는 5월께로 앞당겨질 전망이다.경기부양책이 종료되면 연준이 금리인상을 단행할 것으로 보인다．

"
2021.12.14. 오후 5:05,"스타벅스, 中 5400개 매장 식품안전규정 위반 여부 전면조사 : 네이버 뉴스","




유통기한 지난 재료·제품 재사용 中매체 폭로 후폭풍논란 매장 폐쇄하고 중국 내 모든 매장 조사 착수中소비자 비판 거세…소비자 불매운동 여부 주목(사진=AFP)[이데일리 방성훈 기자] 중국 스타벅스가 본토 내 5400여개에 달하는 모든 매장을 대상으로 식품 안전 기준에 대한 전면 조사에 착수한다고 블룸버그통신이 13일(현지시간) 보도했다. 전날 중국 매체 신경보가 장쑤(江蘇)성 우시(無錫)시에 있는 스타벅스 매장 두 곳에서 유통기한이 지난 우유, 초콜릿 시럽 등을 이용해 음료를 만들고, 날짜기 지난 디저트를 새것처럼 판매했다고 폭로한 데 따른 후속조치다. 이 매체의 취재 기자는 지난 10월 하순부터 11월 중순까지 우시 스타벅스 지점에 위장 취업해 이같은 사실을 밝혀 냈다. 그가 몰래 촬영한 영상에는 스타벅스 직원들이 카페라테를 만들면서 유통기한이 지난 재료를 사용하거나, 유통기한이 지나 버려야 하는 빵을 판매하는 모습 등이 담겼다. 신경보는 스타벅스 직원들의 이같은 행동이 단순 실수가 아닌, 점장을 포함한 관리자들의 ‘암묵적 지시’로 이뤄진 일이라고도 보도했다. 예를 들어 한 직원은 초콜릿 소스가 담긴 병에 부착된 유효기간 스티커를 제거한 뒤 새로 인쇄된 스티커로 교체하기도 했다. 보도 이후 많은 중국인들이 분노를 표하는 등 논란이 일파만파 확산하자 해당 매장은 폐쇄됐다. 또 중국 스타벅스는 전날 밤 웨이보 계정을 통해 직원들이 식품 안전 기준을 위반한 것을 시인하고 공개 사과문을 게재했다. 회사 측은 웨이보에서 “깊은 사과를 드리며 적극적으로 관행을 개선하겠다. 조사에 긴밀히 협조하고 대중과 언론의 지속적인 모니터링을 요청할 것”이라고 밝혔다. 블룸버그는 이번 사태가 해외 브랜드에 대한 소비자 불매운동으로 번질 것인지에 주목했다. 앞서 인권탄압을 이유로 신장 위구르 지역에서 생산된 면화를 사용하지 않겠다고 발표한 스웨덴의 H&M이 불매운동 대상이 됐다. 이후 이 회사의 제품은 전자상거래 플랫폼에서 사실상 퇴출됐다. 이달 초엔 고객 환불 요청에 불만을 표했다가 관영 언론의 비판을 받은 캐나다구스가 타깃이 됐다.  블룸버그는 “중국은 스타벅스의 성장을 위한 가장 중요한 시장”이라며 “시진핑 국가주석의 정부가 장려하는 소비 민족주의가 고조되고 있는 중국에서는 외국 브랜드에 대한 비판과 불매 운동이 벌어지는 경우가 많다”고 설명했다.

"
2021.12.14. 오후 4:56,"도요타 ""2030년까지 전기차에 41조 투자"" : 네이버 뉴스","




도요타의 도요다 아키오 사장 겸 최고경영자(CEO)가 14일 일본 도쿄에서 전기차(EV)전략 설명회에서 브리핑을 하고 있다. 로이터 뉴스1  【도쿄=조은효 특파원】 도요타가 전기자동차 등 각종 친환경 자동차 분야에 오는 2030년까지 총 8조엔(약 82조2000억원)을 투자한다.   도요타 아키오 사장 겸 최고경영자(CEO)가 2030년까지 전기차(EV), 하이브리드차(HV), 수소 연료전지차(FCV) 등 친환경 미래차 분야에 총 8조엔(약 82조2000억원)을 투자하겠다고 14일 발표했다. 이 가운데 절반인 4조엔(41조6000억원)은 전기차(EV) 분야에 집중 투자하겠다고 강조했다.   도요타 사장은 이날 일본 도쿄에서 전기차(EV)전략 설명회를 열어, 2030년까지 도요타의 EV 세계시장 판매 목표를 연 350만대로 끌어올리겠다며 이런 내용의 대규모 투자 계획을 직접 밝혔다.   니혼게이자이신문은 도요타가 유럽을 중심으로 한 친환경 규제, 수요 확대에 적극 대응하기 위해 EV의 경쟁력 강화에 '진심'으로 임하는 자세를 보였다고 평가했다.   또한 ""'도요타는 EV에 신중하다'는 일부 견해를 불식시키는 것""이라고 전했다. 도요타는 2030년까지 EV 차종을 30개로 늘리고, 유럽·북미·중국 시장에서 세계 시장 점유율을 적극 공략하겠다고 강조했다.   총 4조엔 중 전지분야 투자액은 절반인 2조엔(20조8000억원)이다. 지난 9월 발표한 1조5000억엔에서 5000억엔을 확대한 것이다.  ehcho@fnnews.com

"
2021.12.14. 오후 4:40,"루시 고, 美 사상 첫 한국계 여성 연방고법 판사 올라 : 네이버 뉴스","




워싱턴서 출생한 한국계 2세…하버드 로스쿨 졸업2016년 오바마 지명 당시 다수당 공화당 반대민주당 “아메리칸 드림, 美 다양성 증거” 환영[이데일리 김무연 기자] 미국에서 처음으로 한국계 여성 미국 연방항소법원 판사가 탄생했다. 외신들은 이번 임명이 ‘아메리칸 드림’의 전형임과 동시에 미국의 다양성을 보여주는 중요한 선례라고 평가했다.루시 고 미국 연방항소법원 판사(사진=AFP)13일(현지시간) 미 정치전문매체 더힐 등 외신은 이날 미국 상원이 한국계 미국인 루시 고(한국명 고혜란)를 제9연방항소법원 판사로 인준했다고 보도했다. 연방항소법원이란 2심을 담당하는 우리나라의 고등법원에 해당하며, 미국 전역에 총 13곳이 존재한다.다만, 이번 인준안 투표는 찬성 50대 반대 45로 박빙을 이뤘다. 고 판사는 앞서 지난 2016년 당시 버락 오바마 전 미국 대통령도 제9차연방항소법원 판사로 지명했지만, 당시 상원 다수석을 차지하고 있던 공화당의 반대로 지명이 무산된 바 있다.척 슈머 민주당 상원 원내대표는 표결에 앞서 고 판사의 인준 의사를 적극 밝혔다. 그는 “이민자의 딸이 이 자리에 오른 것은 아메리칸 드림이 실존한다는 증거”라고 강조했다. 법사위 청문회에서 고 판사를 도왔던 알렉스 패딜라 상원의원 또한 “미국은 (이민자를 포함한) 모든 사람의 목소리와 경험으로 인도될 때 훨씬 공정하고 강력해질 것”이라고 지지를 표명했다.1968년생인 고 판사는 워싱턴DC에서 태어난 한국계 2세로, 하버드대 로스쿨을 졸업했다. 1993년부터 1994년까지 미국 상원 사법위원회에서 근무하며 법조계에 발을 들였다. 2010년 오바마 대통령의 지명으로 한국계로선 최초로 캘리포니아주 연방지방법원 판사로 선임돼 지금까지 재직 중이다. 그녀는 마리아노 플로렌티노 쿠엘라 전 캘리포니아 대법관과 결혼해 슬하에 두 자녀를 뒀다.특허·영업비밀·상법 전문가인 고 판사는 2011년부터 삼성과 애플간 특허 침해 1심 소송 등 굵직한 사건을 담당했다. 지난해에는 인구조사를 조기에 마감하려는 도널드 트럼프 행정부의 계획에 제동을 걸었고, 캘리포니아주의 가정 내 종교 모임 제한 명령을 인정하는 등 공화당의 정책 기조와 대조적인 모습을 보여왔다.한편 한국계로 가장 먼저 연방항소법원 판사에 오른 인물은 허버트 최(한국명 최영조)다. 그는 1916년 하와이에서 한국계 사탕수수 노동자의 아들로 태어나 파인애플 공장에서 일하다 하버드 로스쿨을 졸업했다. 1971년 리처드 닉슨 대통령의 지명으로 연방항소법원 판사로 올라 2004년 사망할 때까지 재직했다.

"
2021.12.14. 오후 4:37,FOMC 앞두고 테이퍼링 공포…비트코인·이더리움 줄줄이 하락 : 네이버 뉴스,"




14~15일 FOMC서 테이퍼링 논의'돈줄 조이기' 우려에 코인 가격 약세     14~15일에는 미국 연방준비제도의 연방공개시장위원회(FOMC) 정례회의가 열린다. 이날 회의에서는 테이퍼링(자산매입축소) 논의가 본격화될 전망이다.[사진 셔터스톡]     비트코인 가격이 꾸준히 하락하며 5700만원대를 기록 중이다. 이더리움도 500만원대가 무너진 후 좀처럼 힘을 쓰지 못하고 있다.      14일 오후 4시 25분 기준, 업비트에서 비트코인은 24시간 전 대비 1.41% 오른 5779만원에 거래 중이다.      전날 6000만원대를 보이던 비트코인 가격은 오후부터 하락세가 커졌다. 결국 이날 오후까지 가격 하락이 이어지며 5700만원대로 내려앉았다.    이번주는 14~15일(현지시간)에는 연방공개시장위원회(FOMC) 회의가 열린다. FOMC에서 연방준비제도는 테이퍼링(자산매입축소) 가속화를 논의할 것으로 알려졌다.      테이퍼링이 가속화되면 내년 금리 인상 시점이 빨라질 수 있다. 테이퍼링이 조기종료되면 기준금리 인상 일정이 앞당겨 질 수 있어서다.    또 돈줄 조이기가 시작되면 암호화폐 등 가상자산 시장에는 악재로 작용할 가능성이 크다. 최근 비트코인의 약세는 글로벌 자산시장과의 연관성이 적지 않다는 것이 전문가들의 분석이다.        다른 코인들도 약세다. 이더리움은 2.61% 하락한 462만원에, 솔라나는 3.33% 내린 18만원에 거래되고 있다. 에이다와 리플도 각각 1.95%, 0.92% 하락한 1510원, 973원에 거래 중이다.  

"
2021.12.14. 오후 4:34,"中저장성, 집단감염에 일부 공장 가동 중단…우리기업도 긴장 : 네이버 뉴스","




생산 축소 명령…상장사 10여개도 포함오미크론도 첫 발견…韓기업 아직 영향없어저장성 항저우시에 위치한 알리바바 본사 전경. 기사와는 무관함. 사진=신정은 기자[베이징=이데일리 신정은 특파원] 중국 제조업 중심지인 저장(浙江)성 일부 지역이 코로나19 확진자 급증으로 공장 가동을 잠시 멈췄다. 중국에서는 또한 코로나19 새로운 변이 바이러스인 오미크론 첫 확진자도 나왔다. 각 지역에서 코로나19 확산세가 심상치 않으면서 우리 기업들도 긴장한 모습이다.14일 중국 증권보에 따르면 저장성 닝보(寧波), 사오싱(紹興), 항저우(杭州) 등 지방정부가 일부 공장에 생산을 축소하도록 했다. 이에 따라 배터리, 섬유 염료, 플라스틱 등 제조업체들이 생산을 중단했다. 해당 기업에는 저장 예마(野馬·머스탱)배터리, 궈방(國邦)제약, 저장 룬투(潤土) 등 상장사도 10여개가 포함됐다고 이 매체는 전했다. 기업들은 지난 9일부터 공장 일시 가동 중지 공시를 잇따라 내고 있다.이번 지방정부 명령은 관련 지역의 모든 회사에 적용된다. 또한 이 지역 주민 5만명 남짓이 격리 시설에 이송됐다. 일부 국내선 운항이 중단됐으며 스포츠 행사도 취소됐다.예마 배터리는 “코로나19 확산이 조만간 잡힐 것”이라며 “생산 중단은 일시적인 것으로 회사 성장에 장기적인 부정적 영향은 없을 것”이라고 밝혔다. 중국 정부는 단 한 명의 코로나19 확진자가 나오면 해당 지역을 전체 봉쇄하는 ‘칭링(淸零·제로 코로나)’ 정책을 고집하고 있다. 그렇다 보니 확진자 발생을 막기 위해 각 지방정부가 방역 정책을 강화하고 있는 모습이다. 우리 기업들도 상황을 예의주시고 하고 있다. 베이징 소식통은 “아직 가동 중단 명령을 받은 기업은 없는 것으로 알려졌다”며 “상황을 계속 지켜보고 있다”고 말했다.저장성에서는 이달 6일 이후 확진자가 이날 현재 217명으로 늘었다. 특히 사오싱에서 지난 12일 생선도매시장에서 20여명이 집단 감염되는 등 최근 중국에서 발생한 감염 사례 80%가 저장성에서 나오고 있다.톈진(天津)에서는 13일 중국 첫 오미크론 확진자도 발생했다. 확진자는 지난 9일 해외에서 입국했으며 현재 병원에서 격리 치료를 받고 있다.

"
2021.12.14. 오후 4:31,"도요타, 전기차에 2030년까지 41조원 투자...연간 350만대 판매 : 네이버 뉴스","




기사내용 요약신에너지차·연료전지에 총 83조원 쏟아부어 [서울=뉴시스]이재준 기자 = 일본 자동차 메이커 도요타는 오는 2030년까지 신에너지차(NEV)의 연구 개발과 생산설비를 구축하는데 8조엔(약 83조2200억원)을 투입할 계획이라고 닛케이 신문 등이 14일 보도했다.매체에 따르면 도요타는 전기차 경쟁력 강화에 박차를 가하는 내용의 중기계획에서 전기자동차(EV)와 플러그인 하이브리드차(HV), 연료전지차(FCV)를 망라하는 NEV 부문에 이같이 투자하고 이중 전기차에 절반인 4조엔(41조6100억원)을 쏟아부을 방침을 밝혔다.도요타는 이런 야심에 찬 투자를 통해 주행 중에 이산화탄소(CO2)를 배출하지 않는 배기가스 제로차(ZWV)인 전기차와 연료전지차를 2030년 시점에는 종전보다 75% 늘린 350만대를 판매한다는 목표를 세웠다고 매체는 전했다.유럽을 중심으로 하는 휘발유차 등에 대한 규제에 대응하고 수요 증대에 선제 대처한다는 전략에 따른 것이다.차량탑재 전지에 배정한 투자액은 2조엔 정도다. 판매계획 상향 조정에 따라 9월 공표한 종전 1조5000억엔에서 3개월 만에 30% 늘리기로 했다.도요타는 예년에 연구개발과 설비투자에 각각 1조엔여를 할당해왔다. 향후 수년간 연간 2조엔 넘는 자금을 사용한다고 상정하면 2030년까지 그 절반 정도를 NEV에 투입하게 된다.내년 도요타는 전용 차대를 사용해 첫 전기차 양산형 'bZ4X'를 세계 시장에 출시한다.도요타는 2025년까지 전기차 모델을 15개로 확대할 예정이다．

"
